sku ; nombre ; categoria ; precio ; stock ; vendidos
ELEC-08548 ; Huawei Smartwatch Pro 2023 ; ELECTRONICA ; 791.04 ; 99 ; 0
ROPA-08549 ; Gucci Verde Chaqueta Talla XXL ; ROPA ; 315.99 ; 2 ; 0
FOOD-08550 ; Kellogg's Light Chocolate 100g ; ALIMENTOS ; 484.46 ; 54 ; 0
HOME-08551 ; Rowenta Portátil Silla ; HOGAR ; 325.49 ; 28 ; 0
ELEC-08552 ; Sony Smartwatch Gaming 2022 ; ELECTRONICA ; 593.11 ; 55 ; 0
ROPA-08553 ; Adidas Blanco Bufanda Talla M ; ROPA ; 646.05 ; 50 ; 0
FOOD-08554 ; Nestlé Económico Leche 200g ; ALIMENTOS ; 393.24 ; 77 ; 0
HOME-08555 ; Philips XL Cafetera ; HOGAR ; 11.98 ; 22 ; 0
ELEC-08556 ; Lenovo Router Lite 2021 ; ELECTRONICA ; 133.05 ; 32 ; 0
ROPA-08557 ; Prada Naranja Pantalón Talla XS ; ROPA ; 630.58 ; 89 ; 0
FOOD-08558 ; Heinz Gourmet Galletas 200g ; ALIMENTOS ; 242.27 ; 40 ; 0
HOME-08559 ; Rowenta Manual Tostadora ; HOGAR ; 35.90 ; 61 ; 0
ELEC-08560 ; LG Router Standard 2020 ; ELECTRONICA ; 49.90 ; 47 ; 0
ROPA-08561 ; Levi's Rosa Vestido Talla M ; ROPA ; 479.04 ; 75 ; 0
FOOD-08562 ; Unilever Gourmet Pan 250ml ; ALIMENTOS ; 309.60 ; 93 ; 0
HOME-08563 ; Bosch Automático Tostadora ; HOGAR ; 94.31 ; 57 ; 0
ELEC-08564 ; Huawei Teclado Lite 2024 ; ELECTRONICA ; 483.05 ; 82 ; 0
ROPA-08565 ; Nike Verde Vestido Talla L ; ROPA ; 897.62 ; 98 ; 0
FOOD-08566 ; Coca-Cola Integral Jamón 250ml ; ALIMENTOS ; 341.81 ; 71 ; 0
HOME-08567 ; Braun Digital Mesa ; HOGAR ; 673.73 ; 43 ; 0
ELEC-08568 ; Sony Mouse Deluxe 2023 ; ELECTRONICA ; 676.48 ; 31 ; 0
ROPA-08569 ; Levi's Azul Zapatos Talla XL ; ROPA ; 252.92 ; 62 ; 0
FOOD-08570 ; Danone Sin azúcar Jamón 100g ; ALIMENTOS ; 238.59 ; 95 ; 0
HOME-08571 ; Tefal Grande Tostadora ; HOGAR ; 134.55 ; 27 ; 0
ELEC-08572 ; Xiaomi Router Max 2022 ; ELECTRONICA ; 535.93 ; 95 ; 0
ROPA-08573 ; Zara Blanco Falda Talla XS ; ROPA ; 666.03 ; 49 ; 0
FOOD-08574 ; Coca-Cola Sin azúcar Chocolate 750g ; ALIMENTOS ; 325.63 ; 14 ; 0
HOME-08575 ; IKEA Digital Mesa ; HOGAR ; 619.47 ; 94 ; 0
ELEC-08576 ; Apple Impresora Home 2021 ; ELECTRONICA ; 461.39 ; 84 ; 0
ROPA-08577 ; Puma Morado Pantalón Talla S ; ROPA ; 116.04 ; 66 ; 0
FOOD-08578 ; Campbell Económico Queso 1kg ; ALIMENTOS ; 631.69 ; 7 ; 0
HOME-08579 ; Braun Compacto Cafetera ; HOGAR ; 978.88 ; 74 ; 0
ELEC-08580 ; Lenovo Impresora Max 2020 ; ELECTRONICA ; 974.75 ; 71 ; 0
ROPA-08581 ; Gucci Gris Chaqueta Talla L ; ROPA ; 349.89 ; 98 ; 0
FOOD-08582 ; Danone Light Jamón 500g ; ALIMENTOS ; 813.54 ; 77 ; 0
HOME-08583 ; Braun Fijo Ventilador ; HOGAR ; 693.61 ; 16 ; 0
ELEC-08584 ; Sony Mouse Home 2024 ; ELECTRONICA ; 939.71 ; 33 ; 0
ROPA-08585 ; H&M Verde Zapatos Talla M ; ROPA ; 252.53 ; 18 ; 0
FOOD-08586 ; General Mills Integral Refresco 750g ; ALIMENTOS ; 639.73 ; 75 ; 0
HOME-08587 ; Philips Mediano Tostadora ; HOGAR ; 413.02 ; 33 ; 0
ELEC-08588 ; Huawei Teclado Lite 2023 ; ELECTRONICA ; 349.09 ; 42 ; 0
ROPA-08589 ; Gucci Azul Bufanda Talla S ; ROPA ; 19.22 ; 34 ; 0
FOOD-08590 ; General Mills Integral Refresco 250ml ; ALIMENTOS ; 201.79 ; 57 ; 0
HOME-08591 ; Braun Manual Batidora ; HOGAR ; 813.73 ; 98 ; 0
ELEC-08592 ; LG Mouse Deluxe 2022 ; ELECTRONICA ; 41.47 ; 8 ; 0
ROPA-08593 ; Prada Rojo Falda Talla M ; ROPA ; 139.06 ; 62 ; 0
FOOD-08594 ; Coca-Cola Integral Jugo 1kg ; ALIMENTOS ; 258.96 ; 75 ; 0
HOME-08595 ; Braun Compacto Tostadora ; HOGAR ; 742.17 ; 5 ; 0
ELEC-08596 ; Apple Mouse Premium 2021 ; ELECTRONICA ; 857.27 ; 96 ; 0
ROPA-08597 ; Zara Blanco Gorra Talla XXL ; ROPA ; 236.51 ; 70 ; 0
FOOD-08598 ; Heinz Económico Queso 2L ; ALIMENTOS ; 399.84 ; 21 ; 0
HOME-08599 ; Bosch Digital Microondas ; HOGAR ; 801.06 ; 46 ; 0
ELEC-08600 ; Huawei Smartwatch Home 2020 ; ELECTRONICA ; 41.40 ; 47 ; 0
ROPA-08601 ; Nike Verde Falda Talla L ; ROPA ; 94.93 ; 15 ; 0
FOOD-08602 ; Campbell Integral Jamón 500g ; ALIMENTOS ; 872.26 ; 1 ; 0
HOME-08603 ; Braun Fijo Mesa ; HOGAR ; 968.01 ; 48 ; 0
ELEC-08604 ; HP Mouse Standard 2024 ; ELECTRONICA ; 767.36 ; 90 ; 0
ROPA-08605 ; Prada Naranja Falda Talla L ; ROPA ; 484.06 ; 84 ; 0
FOOD-08606 ; Coca-Cola Free Cereal 250ml ; ALIMENTOS ; 319.69 ; 4 ; 0
HOME-08607 ; Black&Decker XL Aspiradora ; HOGAR ; 881.56 ; 70 ; 0
ELEC-08608 ; Lenovo Laptop Standard 2023 ; ELECTRONICA ; 415.06 ; 25 ; 0
ROPA-08609 ; H&M Morado Bufanda Talla XL ; ROPA ; 670.33 ; 0 ; 0
FOOD-08610 ; Campbell Económico Cereal 100g ; ALIMENTOS ; 720.43 ; 77 ; 0
HOME-08611 ; Bosch Pequeño Batidora ; HOGAR ; 787.59 ; 67 ; 0
ELEC-08612 ; Lenovo Smartwatch Home 2022 ; ELECTRONICA ; 702.18 ; 2 ; 0
ROPA-08613 ; Prada Rojo Chaqueta Talla M ; ROPA ; 626.98 ; 58 ; 0
FOOD-08614 ; General Mills Natural Pan 1L ; ALIMENTOS ; 382.94 ; 52 ; 0
HOME-08615 ; Whirlpool XL Microondas ; HOGAR ; 396.51 ; 70 ; 0
ELEC-08616 ; Huawei Auriculares Standard 2021 ; ELECTRONICA ; 846.35 ; 46 ; 0
ROPA-08617 ; Zara Rosa Bufanda Talla S ; ROPA ; 367.87 ; 2 ; 0
FOOD-08618 ; Campbell Orgánico Galletas 1L ; ALIMENTOS ; 648.62 ; 49 ; 0
HOME-08619 ; Miele Mediano Lámpara ; HOGAR ; 79.28 ; 26 ; 0
ELEC-08620 ; Asus Teclado Lite 2020 ; ELECTRONICA ; 523.05 ; 78 ; 0
ROPA-08621 ; Gucci Azul Chaqueta Talla L ; ROPA ; 956.97 ; 59 ; 0
FOOD-08622 ; Danone Premium Pan 1L ; ALIMENTOS ; 720.33 ; 76 ; 0
HOME-08623 ; Black&Decker Pequeño Ventilador ; HOGAR ; 167.51 ; 0 ; 0
ELEC-08624 ; Xiaomi Tablet Pro 2024 ; ELECTRONICA ; 31.36 ; 53 ; 0
ROPA-08625 ; Puma Gris Gorra Talla S ; ROPA ; 112.39 ; 92 ; 0
FOOD-08626 ; Heinz Light Leche 1L ; ALIMENTOS ; 822.90 ; 4 ; 0
HOME-08627 ; Braun Compacto Aspiradora ; HOGAR ; 310.71 ; 55 ; 0
ELEC-08628 ; Lenovo Router Gaming 2023 ; ELECTRONICA ; 177.51 ; 13 ; 0
ROPA-08629 ; Calvin Rosa Bufanda Talla S ; ROPA ; 321.88 ; 26 ; 0
FOOD-08630 ; Kellogg's Premium Jugo 200g ; ALIMENTOS ; 489.05 ; 55 ; 0
HOME-08631 ; Rowenta Grande Batidora ; HOGAR ; 101.09 ; 26 ; 0
ELEC-08632 ; Samsung Impresora Office 2022 ; ELECTRONICA ; 673.56 ; 3 ; 0
ROPA-08633 ; Adidas Rojo Falda Talla S ; ROPA ; 113.92 ; 80 ; 0
FOOD-08634 ; Campbell Premium Queso 200g ; ALIMENTOS ; 791.91 ; 73 ; 0
HOME-08635 ; Philips XL Aspiradora ; HOGAR ; 443.72 ; 86 ; 0
ELEC-08636 ; HP Smartwatch Office 2021 ; ELECTRONICA ; 55.81 ; 34 ; 0
ROPA-08637 ; Prada Naranja Vestido Talla XL ; ROPA ; 755.92 ; 92 ; 0
FOOD-08638 ; Campbell Premium Jamón 200g ; ALIMENTOS ; 782.53 ; 41 ; 0
HOME-08639 ; Whirlpool Fijo Microondas ; HOGAR ; 447.72 ; 52 ; 0
ELEC-08640 ; Lenovo Mouse Deluxe 2020 ; ELECTRONICA ; 375.48 ; 59 ; 0
ROPA-08641 ; Puma Rosa Pantalón Talla XXL ; ROPA ; 508.98 ; 32 ; 0
FOOD-08642 ; Heinz Bio Jamón 100g ; ALIMENTOS ; 418.62 ; 59 ; 0
HOME-08643 ; Bosch Automático Microondas ; HOGAR ; 701.18 ; 78 ; 0
ELEC-08644 ; Lenovo Auriculares Max 2024 ; ELECTRONICA ; 361.33 ; 14 ; 0
ROPA-08645 ; Adidas Gris Pantalón Talla XL ; ROPA ; 295.67 ; 19 ; 0
FOOD-08646 ; Unilever Orgánico Leche 100g ; ALIMENTOS ; 737.91 ; 22 ; 0
HOME-08647 ; Philips Portátil Licuadora ; HOGAR ; 280.35 ; 52 ; 0
ELEC-08648 ; Samsung Tablet Lite 2023 ; ELECTRONICA ; 601.58 ; 42 ; 0
ROPA-08649 ; Levi's Gris Chaqueta Talla M ; ROPA ; 335.09 ; 19 ; 0
FOOD-08650 ; Coca-Cola Orgánico Pan 1L ; ALIMENTOS ; 197.26 ; 39 ; 0
HOME-08651 ; Tefal Mediano Silla ; HOGAR ; 831.01 ; 69 ; 0
ELEC-08652 ; Sony Teclado Office 2022 ; ELECTRONICA ; 979.86 ; 82 ; 0
ROPA-08653 ; Levi's Rosa Sudadera Talla XS ; ROPA ; 216.88 ; 64 ; 0
FOOD-08654 ; Unilever Orgánico Yogurt 500g ; ALIMENTOS ; 206.14 ; 87 ; 0
HOME-08655 ; Black&Decker Manual Ventilador ; HOGAR ; 617.44 ; 65 ; 0
ELEC-08656 ; Xiaomi Mouse Premium 2021 ; ELECTRONICA ; 547.64 ; 12 ; 0
ROPA-08657 ; Puma Rosa Pantalón Talla XS ; ROPA ; 283.45 ; 28 ; 0
FOOD-08658 ; Heinz Free Queso 1L ; ALIMENTOS ; 460.33 ; 2 ; 0
HOME-08659 ; Philips Manual Silla ; HOGAR ; 291.97 ; 23 ; 0
ELEC-08660 ; Asus Smartphone Standard 2020 ; ELECTRONICA ; 362.74 ; 72 ; 0
ROPA-08661 ; Calvin Amarillo Zapatos Talla L ; ROPA ; 456.89 ; 54 ; 0
FOOD-08662 ; General Mills Sin azúcar Pan 1L ; ALIMENTOS ; 569.68 ; 40 ; 0
HOME-08663 ; Whirlpool Compacto Microondas ; HOGAR ; 805.45 ; 96 ; 0
ELEC-08664 ; Samsung Auriculares Ultra 2024 ; ELECTRONICA ; 171.45 ; 1 ; 0
ROPA-08665 ; Tommy Morado Camiseta Talla L ; ROPA ; 815.00 ; 6 ; 0
FOOD-08666 ; Kellogg's Premium Cereal 200g ; ALIMENTOS ; 960.70 ; 62 ; 0
HOME-08667 ; Siemens Grande Mesa ; HOGAR ; 856.64 ; 3 ; 0
ELEC-08668 ; Xiaomi Monitor Premium 2023 ; ELECTRONICA ; 848.85 ; 64 ; 0
ROPA-08669 ; H&M Negro Pantalón Talla L ; ROPA ; 547.91 ; 4 ; 0
FOOD-08670 ; Kellogg's Orgánico Chocolate 2L ; ALIMENTOS ; 242.79 ; 26 ; 0
HOME-08671 ; Philips Automático Mesa ; HOGAR ; 535.91 ; 84 ; 0
ELEC-08672 ; Xiaomi Smartphone Premium 2022 ; ELECTRONICA ; 999.83 ; 68 ; 0
ROPA-08673 ; Adidas Gris Zapatos Talla S ; ROPA ; 94.60 ; 63 ; 0
FOOD-08674 ; Campbell Orgánico Chocolate 250ml ; ALIMENTOS ; 333.91 ; 99 ; 0
HOME-08675 ; Bosch Manual Aspiradora ; HOGAR ; 246.23 ; 36 ; 0
ELEC-08676 ; Xiaomi Router Max 2021 ; ELECTRONICA ; 130.47 ; 67 ; 0
ROPA-08677 ; Zara Rojo Pantalón Talla XL ; ROPA ; 615.96 ; 32 ; 0
FOOD-08678 ; Danone Integral Refresco 100g ; ALIMENTOS ; 199.50 ; 4 ; 0
HOME-08679 ; Braun Portátil Silla ; HOGAR ; 71.85 ; 66 ; 0
ELEC-08680 ; Sony Smartwatch Standard 2020 ; ELECTRONICA ; 257.13 ; 26 ; 0
ROPA-08681 ; Adidas Naranja Chaqueta Talla XS ; ROPA ; 158.52 ; 14 ; 0
FOOD-08682 ; Kraft Económico Pan 1kg ; ALIMENTOS ; 885.49 ; 82 ; 0
HOME-08683 ; Black&Decker Pequeño Batidora ; HOGAR ; 62.52 ; 7 ; 0
ELEC-08684 ; LG Tablet Home 2024 ; ELECTRONICA ; 48.08 ; 91 ; 0
ROPA-08685 ; Levi's Rojo Sudadera Talla XS ; ROPA ; 960.62 ; 21 ; 0
FOOD-08686 ; Pepsi Light Galletas 2L ; ALIMENTOS ; 224.12 ; 25 ; 0
HOME-08687 ; Tefal Fijo Microondas ; HOGAR ; 168.86 ; 17 ; 0
ELEC-08688 ; Xiaomi Monitor Ultra 2023 ; ELECTRONICA ; 589.96 ; 72 ; 0
ROPA-08689 ; Tommy Blanco Short Talla XXL ; ROPA ; 30.13 ; 76 ; 0
FOOD-08690 ; Nestlé Light Pan 750g ; ALIMENTOS ; 388.47 ; 14 ; 0
HOME-08691 ; Whirlpool Digital Aspiradora ; HOGAR ; 791.64 ; 39 ; 0
ELEC-08692 ; HP Smartphone Pro 2022 ; ELECTRONICA ; 538.89 ; 58 ; 0
ROPA-08693 ; Nike Negro Sudadera Talla XS ; ROPA ; 710.44 ; 80 ; 0
FOOD-08694 ; Pepsi Sin azúcar Leche 750g ; ALIMENTOS ; 239.44 ; 64 ; 0
HOME-08695 ; Whirlpool Fijo Aspiradora ; HOGAR ; 205.52 ; 89 ; 0
ELEC-08696 ; Xiaomi Smartwatch Home 2021 ; ELECTRONICA ; 243.42 ; 95 ; 0
ROPA-08697 ; Levi's Amarillo Zapatos Talla XXL ; ROPA ; 38.87 ; 0 ; 0
FOOD-08698 ; Danone Free Cereal 1kg ; ALIMENTOS ; 95.99 ; 63 ; 0
HOME-08699 ; IKEA Manual Aspiradora ; HOGAR ; 215.03 ; 12 ; 0
ELEC-08700 ; Lenovo Auriculares Deluxe 2020 ; ELECTRONICA ; 24.37 ; 14 ; 0
ROPA-08701 ; Adidas Negro Gorra Talla XXL ; ROPA ; 999.20 ; 50 ; 0
FOOD-08702 ; Campbell Free Jamón 1kg ; ALIMENTOS ; 277.50 ; 56 ; 0
HOME-08703 ; IKEA Manual Tostadora ; HOGAR ; 958.43 ; 13 ; 0
ELEC-08704 ; Dell Router Office 2024 ; ELECTRONICA ; 813.57 ; 93 ; 0
ROPA-08705 ; Prada Morado Zapatos Talla S ; ROPA ; 17.47 ; 68 ; 0
FOOD-08706 ; Pepsi Bio Queso 1kg ; ALIMENTOS ; 753.98 ; 15 ; 0
HOME-08707 ; Black&Decker Automático Cafetera ; HOGAR ; 672.19 ; 61 ; 0
ELEC-08708 ; Huawei Monitor Pro 2023 ; ELECTRONICA ; 751.56 ; 69 ; 0
ROPA-08709 ; Gucci Naranja Sudadera Talla XS ; ROPA ; 287.79 ; 11 ; 0
FOOD-08710 ; Nestlé Bio Yogurt 250ml ; ALIMENTOS ; 577.99 ; 85 ; 0
HOME-08711 ; Tefal XL Mesa ; HOGAR ; 636.64 ; 11 ; 0
ELEC-08712 ; Xiaomi Teclado Gaming 2022 ; ELECTRONICA ; 401.37 ; 57 ; 0
ROPA-08713 ; Calvin Blanco Pantalón Talla XXL ; ROPA ; 782.31 ; 19 ; 0
FOOD-08714 ; Pepsi Sin azúcar Jugo 750g ; ALIMENTOS ; 969.04 ; 10 ; 0
HOME-08715 ; Miele Fijo Licuadora ; HOGAR ; 920.62 ; 11 ; 0
ELEC-08716 ; Dell Impresora Pro 2021 ; ELECTRONICA ; 773.30 ; 33 ; 0
ROPA-08717 ; H&M Verde Short Talla XXL ; ROPA ; 146.95 ; 31 ; 0
FOOD-08718 ; Nestlé Bio Galletas 1kg ; ALIMENTOS ; 329.27 ; 76 ; 0
HOME-08719 ; Philips Grande Silla ; HOGAR ; 510.65 ; 67 ; 0
ELEC-08720 ; LG Router Lite 2020 ; ELECTRONICA ; 382.95 ; 76 ; 0
ROPA-08721 ; Puma Negro Zapatos Talla L ; ROPA ; 482.20 ; 39 ; 0
FOOD-08722 ; Kraft Sin azúcar Cereal 1kg ; ALIMENTOS ; 406.34 ; 8 ; 0
HOME-08723 ; Philips Compacto Cafetera ; HOGAR ; 807.55 ; 0 ; 0
ELEC-08724 ; HP Impresora Deluxe 2024 ; ELECTRONICA ; 782.30 ; 0 ; 0
ROPA-08725 ; H&M Blanco Chaqueta Talla XL ; ROPA ; 215.64 ; 18 ; 0
FOOD-08726 ; Kellogg's Sin azúcar Leche 100g ; ALIMENTOS ; 497.03 ; 41 ; 0
HOME-08727 ; Whirlpool Fijo Microondas ; HOGAR ; 830.82 ; 9 ; 0
ELEC-08728 ; HP Impresora Office 2023 ; ELECTRONICA ; 551.21 ; 2 ; 0
ROPA-08729 ; H&M Azul Pantalón Talla L ; ROPA ; 170.23 ; 78 ; 0
FOOD-08730 ; Coca-Cola Integral Pan 200g ; ALIMENTOS ; 392.76 ; 23 ; 0
HOME-08731 ; Rowenta Digital Tostadora ; HOGAR ; 438.86 ; 30 ; 0
ELEC-08732 ; Lenovo Auriculares Ultra 2022 ; ELECTRONICA ; 554.06 ; 12 ; 0
ROPA-08733 ; Levi's Blanco Vestido Talla L ; ROPA ; 650.27 ; 13 ; 0
FOOD-08734 ; Danone Sin azúcar Pan 750g ; ALIMENTOS ; 345.49 ; 29 ; 0
HOME-08735 ; Miele Mediano Batidora ; HOGAR ; 400.36 ; 50 ; 0
ELEC-08736 ; Huawei Tablet Deluxe 2021 ; ELECTRONICA ; 943.86 ; 31 ; 0
ROPA-08737 ; Zara Negro Sudadera Talla L ; ROPA ; 283.96 ; 42 ; 0
FOOD-08738 ; Unilever Free Pan 100g ; ALIMENTOS ; 440.01 ; 99 ; 0
HOME-08739 ; Siemens Fijo Lámpara ; HOGAR ; 279.85 ; 11 ; 0
ELEC-08740 ; Dell Mouse Max 2020 ; ELECTRONICA ; 343.71 ; 71 ; 0
ROPA-08741 ; Adidas Verde Chaqueta Talla XL ; ROPA ; 679.54 ; 85 ; 0
FOOD-08742 ; Kellogg's Gourmet Galletas 1L ; ALIMENTOS ; 26.32 ; 28 ; 0
HOME-08743 ; IKEA Manual Silla ; HOGAR ; 297.76 ; 36 ; 0
ELEC-08744 ; Xiaomi Mouse Deluxe 2024 ; ELECTRONICA ; 952.76 ; 55 ; 0
ROPA-08745 ; H&M Morado Bufanda Talla S ; ROPA ; 408.83 ; 0 ; 0
FOOD-08746 ; Campbell Integral Galletas 750g ; ALIMENTOS ; 92.98 ; 59 ; 0
HOME-08747 ; Black&Decker XL Licuadora ; HOGAR ; 703.05 ; 31 ; 0
ELEC-08748 ; Huawei Router Gaming 2023 ; ELECTRONICA ; 801.67 ; 37 ; 0
ROPA-08749 ; Puma Amarillo Sudadera Talla XXL ; ROPA ; 690.18 ; 75 ; 0
FOOD-08750 ; Unilever Económico Chocolate 250ml ; ALIMENTOS ; 820.13 ; 74 ; 0
HOME-08751 ; Tefal Grande Silla ; HOGAR ; 363.70 ; 62 ; 0
ELEC-08752 ; LG Impresora Pro 2022 ; ELECTRONICA ; 169.67 ; 29 ; 0
ROPA-08753 ; Tommy Amarillo Camiseta Talla XXL ; ROPA ; 839.79 ; 69 ; 0
FOOD-08754 ; Pepsi Bio Jamón 200g ; ALIMENTOS ; 658.13 ; 78 ; 0
HOME-08755 ; Whirlpool Mediano Ventilador ; HOGAR ; 488.05 ; 18 ; 0
ELEC-08756 ; Apple Auriculares Max 2021 ; ELECTRONICA ; 913.20 ; 76 ; 0
ROPA-08757 ; Nike Naranja Short Talla S ; ROPA ; 418.24 ; 28 ; 0
FOOD-08758 ; Kraft Económico Jamón 1L ; ALIMENTOS ; 555.51 ; 9 ; 0
HOME-08759 ; Rowenta Grande Mesa ; HOGAR ; 827.49 ; 87 ; 0
ELEC-08760 ; LG Router Deluxe 2020 ; ELECTRONICA ; 473.34 ; 97 ; 0
ROPA-08761 ; Levi's Blanco Chaqueta Talla XXL ; ROPA ; 496.22 ; 21 ; 0
FOOD-08762 ; Nestlé Natural Pan 2L ; ALIMENTOS ; 377.05 ; 40 ; 0
HOME-08763 ; Whirlpool Portátil Tostadora ; HOGAR ; 708.27 ; 31 ; 0
ELEC-08764 ; Lenovo Tablet Max 2024 ; ELECTRONICA ; 396.83 ; 86 ; 0
ROPA-08765 ; Adidas Gris Short Talla L ; ROPA ; 671.34 ; 84 ; 0
FOOD-08766 ; Danone Premium Refresco 500g ; ALIMENTOS ; 540.84 ; 43 ; 0
HOME-08767 ; Philips Portátil Batidora ; HOGAR ; 658.01 ; 16 ; 0
ELEC-08768 ; Huawei Laptop Home 2023 ; ELECTRONICA ; 943.02 ; 44 ; 0
ROPA-08769 ; Adidas Blanco Falda Talla XXL ; ROPA ; 595.05 ; 57 ; 0
FOOD-08770 ; Campbell Económico Leche 750g ; ALIMENTOS ; 370.10 ; 25 ; 0
HOME-08771 ; Whirlpool Grande Aspiradora ; HOGAR ; 639.75 ; 43 ; 0
ELEC-08772 ; Sony Impresora Max 2022 ; ELECTRONICA ; 126.59 ; 77 ; 0
ROPA-08773 ; Prada Morado Chaqueta Talla XXL ; ROPA ; 166.45 ; 57 ; 0
FOOD-08774 ; Danone Orgánico Chocolate 100g ; ALIMENTOS ; 743.56 ; 75 ; 0
HOME-08775 ; Philips Grande Mesa ; HOGAR ; 64.06 ; 91 ; 0
ELEC-08776 ; Sony Mouse Max 2021 ; ELECTRONICA ; 943.23 ; 5 ; 0
ROPA-08777 ; Puma Azul Short Talla XL ; ROPA ; 717.10 ; 12 ; 0
FOOD-08778 ; Nestlé Orgánico Jamón 750g ; ALIMENTOS ; 65.20 ; 67 ; 0
HOME-08779 ; Miele Portátil Mesa ; HOGAR ; 46.96 ; 52 ; 0
ELEC-08780 ; Huawei Teclado Deluxe 2020 ; ELECTRONICA ; 83.21 ; 33 ; 0
ROPA-08781 ; H&M Amarillo Camiseta Talla XS ; ROPA ; 848.57 ; 66 ; 0
FOOD-08782 ; Danone Free Jugo 1kg ; ALIMENTOS ; 542.17 ; 11 ; 0
HOME-08783 ; IKEA Portátil Ventilador ; HOGAR ; 709.32 ; 39 ; 0
ELEC-08784 ; LG Laptop Standard 2024 ; ELECTRONICA ; 985.03 ; 0 ; 0
ROPA-08785 ; Calvin Amarillo Camiseta Talla XL ; ROPA ; 631.78 ; 22 ; 0
FOOD-08786 ; Heinz Free Leche 100g ; ALIMENTOS ; 426.71 ; 49 ; 0
HOME-08787 ; Bosch Manual Ventilador ; HOGAR ; 420.51 ; 78 ; 0
ELEC-08788 ; Huawei Smartwatch Ultra 2023 ; ELECTRONICA ; 279.10 ; 16 ; 0
ROPA-08789 ; Calvin Morado Short Talla M ; ROPA ; 405.07 ; 66 ; 0
FOOD-08790 ; Campbell Premium Cereal 1kg ; ALIMENTOS ; 595.78 ; 39 ; 0
HOME-08791 ; Black&Decker Grande Tostadora ; HOGAR ; 176.72 ; 30 ; 0
ELEC-08792 ; Dell Monitor Home 2022 ; ELECTRONICA ; 868.55 ; 23 ; 0
ROPA-08793 ; Puma Gris Vestido Talla XL ; ROPA ; 454.87 ; 23 ; 0
FOOD-08794 ; Kellogg's Gourmet Galletas 1kg ; ALIMENTOS ; 629.42 ; 71 ; 0
HOME-08795 ; Miele Grande Ventilador ; HOGAR ; 711.99 ; 97 ; 0
ELEC-08796 ; Huawei Router Lite 2021 ; ELECTRONICA ; 202.23 ; 68 ; 0
ROPA-08797 ; H&M Naranja Chaqueta Talla L ; ROPA ; 190.83 ; 14 ; 0
FOOD-08798 ; Heinz Integral Jamón 200g ; ALIMENTOS ; 386.31 ; 6 ; 0
HOME-08799 ; Tefal Manual Licuadora ; HOGAR ; 977.30 ; 1 ; 0
ELEC-08800 ; LG Impresora Home 2020 ; ELECTRONICA ; 551.94 ; 59 ; 0
ROPA-08801 ; Adidas Morado Gorra Talla L ; ROPA ; 624.64 ; 15 ; 0
FOOD-08802 ; Nestlé Natural Leche 750g ; ALIMENTOS ; 552.72 ; 46 ; 0
HOME-08803 ; IKEA Portátil Cafetera ; HOGAR ; 930.66 ; 60 ; 0
ELEC-08804 ; Xiaomi Auriculares Max 2024 ; ELECTRONICA ; 243.91 ; 47 ; 0
ROPA-08805 ; Adidas Azul Chaqueta Talla L ; ROPA ; 349.03 ; 48 ; 0
FOOD-08806 ; Heinz Natural Pan 750g ; ALIMENTOS ; 838.29 ; 50 ; 0
HOME-08807 ; Tefal Portátil Microondas ; HOGAR ; 938.64 ; 80 ; 0
ELEC-08808 ; Xiaomi Tablet Max 2023 ; ELECTRONICA ; 281.69 ; 57 ; 0
ROPA-08809 ; H&M Morado Bufanda Talla XL ; ROPA ; 211.25 ; 53 ; 0
FOOD-08810 ; Kellogg's Free Refresco 500g ; ALIMENTOS ; 679.79 ; 81 ; 0
HOME-08811 ; Siemens Pequeño Lámpara ; HOGAR ; 237.26 ; 44 ; 0
ELEC-08812 ; Asus Smartwatch Ultra 2022 ; ELECTRONICA ; 655.36 ; 54 ; 0
ROPA-08813 ; Nike Blanco Gorra Talla XXL ; ROPA ; 442.79 ; 6 ; 0
FOOD-08814 ; Kellogg's Integral Yogurt 100g ; ALIMENTOS ; 631.30 ; 34 ; 0
HOME-08815 ; Miele Compacto Ventilador ; HOGAR ; 117.69 ; 76 ; 0
ELEC-08816 ; Apple Laptop Standard 2021 ; ELECTRONICA ; 479.28 ; 25 ; 0
ROPA-08817 ; Levi's Amarillo Bufanda Talla L ; ROPA ; 984.26 ; 7 ; 0
FOOD-08818 ; Campbell Light Pan 750g ; ALIMENTOS ; 887.00 ; 80 ; 0
HOME-08819 ; Philips Compacto Aspiradora ; HOGAR ; 919.69 ; 90 ; 0
ELEC-08820 ; Samsung Monitor Ultra 2020 ; ELECTRONICA ; 508.23 ; 5 ; 0
ROPA-08821 ; Calvin Amarillo Pantalón Talla XL ; ROPA ; 152.47 ; 36 ; 0
FOOD-08822 ; Pepsi Orgánico Jugo 200g ; ALIMENTOS ; 560.00 ; 35 ; 0
HOME-08823 ; Siemens Digital Licuadora ; HOGAR ; 973.14 ; 78 ; 0
ELEC-08824 ; Lenovo Monitor Lite 2024 ; ELECTRONICA ; 889.25 ; 90 ; 0
ROPA-08825 ; Prada Gris Sudadera Talla L ; ROPA ; 903.50 ; 47 ; 0
FOOD-08826 ; Heinz Económico Refresco 1L ; ALIMENTOS ; 598.36 ; 27 ; 0
HOME-08827 ; Miele Compacto Lámpara ; HOGAR ; 925.77 ; 74 ; 0
